query_id,query_type,precision@1,mrr,map,ndcg@10,recall@10,recall@20
Q2_003,2,0.0,0.0175,0.0175,,,
Q2_004,2,1.0,1.0,1.0,,,
Q2_005,2,1.0,1.0,1.0,,,
Q2_006,2,0.0,0.5,0.5,,,
Q2_007,2,0.0,0.04,0.04,,,
Q2_008,2,0.0,0.1667,0.1667,,,
Q2_009,2,0.0,0.25,0.25,,,
Q2_010,2,0.0,0.0217,0.0217,,,
Q2_011,2,0.0,0.0556,0.0556,,,
Q2_012,2,1.0,1.0,1.0,,,
Q2_013,2,1.0,1.0,1.0,,,
Q2_014,2,0.0,0.1,0.1,,,
Q2_015,2,0.0,0.0175,0.0175,,,
Q2_016,2,0.0,0.0769,0.0769,,,
Q2_017,2,1.0,1.0,1.0,,,
Q2_018,2,1.0,1.0,1.0,,,
Q2_019,2,1.0,1.0,1.0,,,
Q2_020,2,1.0,1.0,1.0,,,
Q2_021,2,0.0,0.0156,0.0156,,,
Q2_022,2,1.0,1.0,1.0,,,
Q2_023,2,1.0,1.0,1.0,,,
Q2_024,2,1.0,1.0,1.0,,,
Q2_025,2,0.0,0.2,0.2,,,
Q2_026,2,1.0,1.0,1.0,,,
Q2_027,2,1.0,1.0,1.0,,,
Q2_028,2,0.0,0.25,0.25,,,
Q2_029,2,1.0,1.0,1.0,,,
Q2_030,2,0.0,0.0357,0.0357,,,
Q2_031,2,1.0,1.0,1.0,,,
Q2_032,2,0.0,0.5,0.5,,,
Q2_033,2,0.0,0.0278,0.0278,,,
Q2_034,2,1.0,1.0,1.0,,,
Q2_035,2,1.0,1.0,1.0,,,
Q2_036,2,0.0,0.125,0.125,,,
Q2_037,2,0.0,0.0333,0.0333,,,
Q2_038,2,1.0,1.0,1.0,,,
Q2_039,2,1.0,1.0,1.0,,,
Q2_040,2,1.0,1.0,1.0,,,
Q2_041,2,1.0,1.0,1.0,,,
Q2_042,2,1.0,1.0,1.0,,,
Q2_043,2,1.0,1.0,1.0,,,
Q2_044,2,1.0,1.0,1.0,,,
Q2_045,2,0.0,0.0156,0.0156,,,
Q2_046,2,1.0,1.0,1.0,,,
Q2_047,2,1.0,1.0,1.0,,,
Q2_048,2,1.0,1.0,1.0,,,
Q2_049,2,0.0,0.5,0.5,,,
Q2_050,2,1.0,1.0,1.0,,,
Q3_001,3,,,0.7324,0.7952,0.2667,
Q3_002,3,,,0.1845,0.1807,0.25,
Q3_003,3,,,0.1627,0.11,0.1,
Q3_004,3,,,0.3806,0.2048,0.087,
Q3_005,3,,,0.5106,0.5669,0.2273,
Q3_006,3,,,0.9044,0.946,0.3913,
Q3_007,3,,,0.2566,0.3647,0.1579,
Q3_009,3,,,0.1667,0.3562,1.0,
Q3_010,3,,,0.0833,0.0,0.0,
Q3_011,3,,,0.061,0.0,0.0,
Q3_013,3,,,0.75,0.9239,1.0,
Q3_014,3,,,0.4407,0.3048,0.1538,
Q3_015,3,,,0.0,0.0,0.0,
Q3_018,3,,,0.0037,0.0,0.0,
Q4_001,4,,,0.0991,0.1505,0.25,
Q4_002,4,,,0.0075,0.0,0.0,
Q4_003,4,,,1.0,1.0,1.0,
Q4_004,4,,,0.6804,0.5618,0.2273,
Q4_005,4,,,0.8446,0.8922,0.8333,
Q4_006,4,,,0.1168,0.0,0.0,
Q4_007,4,,,0.1168,0.0,0.0,
Q4_008,4,,,0.8393,0.9428,1.0,
Q4_009,4,,,0.3056,0.3869,0.5,
Q4_010,4,,,0.5,0.6309,1.0,
Q4_011,4,,,0.6667,0.8385,1.0,
Q4_012,4,,,1.0,1.0,1.0,
Q4_013,4,,,0.5135,0.7602,0.5,
Q4_014,4,,,0.7929,0.9178,1.0,
Q5_001,5,,,0.9956,,0.098,0.1961
Q5_002,5,,,1.0,,0.1351,0.2703
Q5_003,5,,,0.9937,,0.1449,0.2899
Q5_004,5,,,0.9498,,0.1587,0.3016
Q5_005,5,,,0.7656,,0.1346,0.2692
Q5_006,5,,,1.0,,0.25,0.5
Q5_007,5,,,0.8969,,0.2571,0.4857
Q5_008,5,,,1.0,,0.2857,0.5714
Q5_009,5,,,1.0,,0.303,0.6061
Q5_010,5,,,0.0,,0.0,0.0
Q5_011,5,,,0.0,,0.0,0.0
Q5_012,5,,,0.8113,,0.2903,0.5484
Q5_013,5,,,0.9263,,0.2903,0.6129
Q5_014,5,,,0.8508,,0.2581,0.5806
Q5_015,5,,,0.0,,0.0,0.0
Q5_016,5,,,0.9455,,0.3333,0.6333
Q5_017,5,,,0.0,,0.0,0.0
Q5_018,5,,,0.0,,0.0,0.0
Q5_019,5,,,0.4924,,0.2963,0.4074
Q5_020,5,,,0.0,,0.0,0.0
Q5_021,5,,,0.8825,,0.3462,0.6538
Q5_022,5,,,0.822,,0.4,0.68
Q5_023,5,,,0.8581,,0.32,0.72
Q5_024,5,,,0.7986,,0.28,0.68
Q5_025,5,,,1.0,,0.4,0.8
Q5_026,5,,,0.6608,,0.25,0.5417
Q5_027,5,,,0.8331,,0.2917,0.7083
Q5_028,5,,,0.8171,,0.3636,0.6818
Q5_029,5,,,0.8143,,0.3636,0.6818
Q5_030,5,,,0.0,,0.0,0.0
Q5_031,5,,,0.0,,0.0,0.0
Q5_032,5,,,0.0,,0.0,0.0
Q5_033,5,,,0.834,,0.381,0.8571
Q5_034,5,,,0.0,,0.0,0.0
Q5_035,5,,,0.8778,,0.4737,0.8421
Q5_036,5,,,0.8427,,0.5263,0.7368
Q5_037,5,,,0.7561,,0.4211,0.6842
Q5_038,5,,,0.4967,,0.2105,0.4211
Q5_039,5,,,1.0,,0.5263,1.0
Q5_040,5,,,1.0,,0.5556,1.0
Q5_041,5,,,1.0,,0.5882,1.0
Q5_042,5,,,1.0,,0.5882,1.0
Q5_043,5,,,0.0,,0.0,0.0
Q5_044,5,,,0.8475,,0.5625,1.0
Q5_045,5,,,0.9369,,0.625,0.875
Q5_046,5,,,1.0,,0.625,1.0
Q5_047,5,,,0.9963,,0.625,1.0
Q5_048,5,,,0.9924,,0.625,1.0
Q5_049,5,,,1.0,,0.625,1.0
Q5_050,5,,,1.0,,0.6667,1.0
Q6_001,6,,,0.001,,0.0,0.0
Q6_002,6,,,0.0099,,0.0002,0.0004
Q6_003,6,,,0.0,,0.0,0.0
Q6_004,6,,,0.0004,,0.0,0.0
Q6_005,6,,,0.0059,,0.0,0.0
Q6_006,6,,,0.0148,,0.0,0.0009
Q6_007,6,,,0.003,,0.0,0.0
Q6_008,6,,,0.0001,,0.0,0.0
Q6_009,6,,,0.0449,,0.0011,0.0025
Q6_010,6,,,0.0002,,0.0,0.0
Q6_011,6,,,0.0327,,0.0013,0.002
Q6_012,6,,,0.0001,,0.0,0.0
Q6_013,6,,,0.0038,,0.0,0.0
Q6_014,6,,,0.0,,0.0,0.0
Q6_015,6,,,0.0001,,0.0,0.0
Q6_016,6,,,0.0004,,0.0,0.0
Q6_017,6,,,0.0815,,0.0069,0.0104
Q6_018,6,,,0.0006,,0.0012,0.0012
Q6_019,6,,,0.0002,,0.0,0.0
Q6_020,6,,,0.0046,,0.0,0.0
Q6_021,6,,,0.0429,,0.0073,0.0088
Q6_022,6,,,0.0002,,0.0,0.0
Q6_023,6,,,0.0001,,0.0,0.0
Q6_024,6,,,0.0001,,0.0,0.0
Q6_025,6,,,0.0025,,0.0,0.0
Q6_026,6,,,0.0758,,0.002,0.0137
Q6_027,6,,,0.0305,,0.0,0.0
Q6_028,6,,,0.1003,,0.0059,0.0158
Q6_029,6,,,0.001,,0.0,0.0
Q6_030,6,,,0.0001,,0.0,0.0
Q6_031,6,,,0.0907,,0.0022,0.0109
Q6_032,6,,,0.086,,0.0043,0.0065
Q6_033,6,,,0.0285,,0.0,0.0
Q6_034,6,,,0.0,,0.0,0.0
Q6_035,6,,,0.0,,0.0,0.0
Q6_036,6,,,0.0,,0.0,0.0
Q6_037,6,,,0.0048,,0.0,0.0
Q6_038,6,,,0.008,,0.0,0.0
Q6_039,6,,,0.1609,,0.0104,0.0207
Q6_040,6,,,0.0895,,0.0109,0.0245
Q6_041,6,,,0.0004,,0.0,0.0
Q6_042,6,,,0.0024,,0.0,0.0
Q6_043,6,,,0.0415,,0.0131,0.0164
Q6_044,6,,,0.0147,,0.0,0.0
Q6_045,6,,,0.0489,,0.0,0.0035
Q6_046,6,,,0.0416,,0.0,0.0
Q6_047,6,,,0.0988,,0.0109,0.0255
Q6_048,6,,,0.0636,,0.0037,0.0037
Q6_049,6,,,0.0,,0.0,0.0
Q6_050,6,,,0.1345,,0.0074,0.0297
