query_id,query_type,precision@1,mrr,map,ndcg@10,recall@10,recall@20
Q2_002,2,1.0,1.0,1.0,,,
Q2_003,2,1.0,1.0,1.0,,,
Q2_004,2,1.0,1.0,1.0,,,
Q2_005,2,1.0,1.0,1.0,,,
Q2_006,2,0.0,0.5,0.5,,,
Q2_007,2,0.0,0.5,0.5,,,
Q2_008,2,0.0,0.0714,0.0714,,,
Q2_009,2,1.0,1.0,1.0,,,
Q2_010,2,0.0,0.0323,0.0323,,,
Q2_011,2,0.0,0.0526,0.0526,,,
Q2_012,2,1.0,1.0,1.0,,,
Q2_013,2,1.0,1.0,1.0,,,
Q2_014,2,0.0,0.0909,0.0909,,,
Q2_015,2,1.0,1.0,1.0,,,
Q2_016,2,1.0,1.0,1.0,,,
Q2_017,2,1.0,1.0,1.0,,,
Q2_018,2,1.0,1.0,1.0,,,
Q2_019,2,1.0,1.0,1.0,,,
Q2_020,2,1.0,1.0,1.0,,,
Q2_021,2,0.0,0.0556,0.0556,,,
Q2_022,2,1.0,1.0,1.0,,,
Q2_023,2,1.0,1.0,1.0,,,
Q2_024,2,0.0,0.25,0.25,,,
Q2_025,2,0.0,0.3333,0.3333,,,
Q2_026,2,1.0,1.0,1.0,,,
Q2_027,2,1.0,1.0,1.0,,,
Q2_028,2,0.0,0.25,0.25,,,
Q2_029,2,1.0,1.0,1.0,,,
Q2_030,2,0.0,0.3333,0.3333,,,
Q2_031,2,1.0,1.0,1.0,,,
Q2_032,2,0.0,0.5,0.5,,,
Q2_033,2,0.0,0.0217,0.0217,,,
Q2_034,2,1.0,1.0,1.0,,,
Q2_035,2,1.0,1.0,1.0,,,
Q2_036,2,0.0,0.1667,0.1667,,,
Q2_037,2,0.0,0.0263,0.0263,,,
Q2_038,2,1.0,1.0,1.0,,,
Q2_039,2,1.0,1.0,1.0,,,
Q2_040,2,1.0,1.0,1.0,,,
Q2_041,2,1.0,1.0,1.0,,,
Q2_042,2,1.0,1.0,1.0,,,
Q2_043,2,1.0,1.0,1.0,,,
Q2_044,2,1.0,1.0,1.0,,,
Q2_045,2,0.0,0.1111,0.1111,,,
Q2_046,2,1.0,1.0,1.0,,,
Q2_047,2,1.0,1.0,1.0,,,
Q2_048,2,1.0,1.0,1.0,,,
Q2_049,2,1.0,1.0,1.0,,,
Q2_050,2,1.0,1.0,1.0,,,
Q3_001,3,,,0.4684,0.6274,0.1667,
Q3_002,3,,,0.115,0.0,0.0,
Q3_003,3,,,0.4165,0.3301,0.2,
Q3_004,3,,,0.4345,0.3503,0.1739,
Q3_005,3,,,0.3558,0.312,0.1364,
Q3_006,3,,,0.4648,0.3837,0.1739,
Q3_007,3,,,0.3378,0.5366,0.2632,
Q3_009,3,,,0.0667,0.0,0.0,
Q3_010,3,,,0.0256,0.0,0.0,
Q3_011,3,,,0.0627,0.0,0.0,
Q3_013,3,,,0.5833,0.6697,1.0,
Q3_014,3,,,0.3067,0.2506,0.1154,
Q3_015,3,,,0.0,0.0,0.0,
Q3_018,3,,,0.0062,0.0,0.0,
Q4_001,4,,,0.0557,0.0,0.0,
Q4_002,4,,,0.0156,0.0,0.0,
Q4_003,4,,,1.0,1.0,1.0,
Q4_004,4,,,0.5605,0.5795,0.2273,
Q4_005,4,,,0.8333,0.8922,0.8333,
Q4_006,4,,,0.0826,0.0,0.0,
Q4_007,4,,,0.0826,0.0,0.0,
Q4_008,4,,,0.9,0.9668,1.0,
Q4_009,4,,,0.6111,0.7977,1.0,
Q4_010,4,,,0.1,0.2891,1.0,
Q4_011,4,,,0.8095,0.9218,1.0,
Q4_012,4,,,1.0,1.0,1.0,
Q4_013,4,,,0.5,0.7602,0.5,
Q4_014,4,,,1.0,1.0,1.0,
Q5_001,5,,,0.4958,,0.049,0.098
Q5_002,5,,,0.5017,,0.0676,0.1351
Q5_003,5,,,0.5207,,0.0725,0.1449
Q5_004,5,,,0.9755,,0.1587,0.3175
Q5_005,5,,,0.862,,0.1731,0.3654
Q5_006,5,,,0.529,,0.125,0.25
Q5_007,5,,,0.9901,,0.2857,0.5714
Q5_008,5,,,1.0,,0.2857,0.5714
Q5_009,5,,,1.0,,0.303,0.6061
Q5_010,5,,,0.0,,0.0,0.0
Q5_011,5,,,0.0,,0.0,0.0
Q5_012,5,,,0.8181,,0.2581,0.5484
Q5_013,5,,,0.9686,,0.3226,0.6129
Q5_014,5,,,0.958,,0.3226,0.5806
Q5_015,5,,,0.0,,0.0,0.0
Q5_016,5,,,0.924,,0.3333,0.6333
Q5_017,5,,,0.0,,0.0,0.0
Q5_018,5,,,0.0,,0.0,0.0
Q5_019,5,,,0.6508,,0.3333,0.5185
Q5_020,5,,,0.0,,0.0,0.0
Q5_021,5,,,0.9228,,0.3462,0.6923
Q5_022,5,,,0.9285,,0.4,0.72
Q5_023,5,,,0.9759,,0.4,0.76
Q5_024,5,,,0.9887,,0.4,0.8
Q5_025,5,,,0.4759,,0.16,0.36
Q5_026,5,,,0.932,,0.4167,0.7083
Q5_027,5,,,0.4262,,0.1667,0.375
Q5_028,5,,,0.9372,,0.4091,0.8182
Q5_029,5,,,0.8795,,0.4545,0.6818
Q5_030,5,,,0.0,,0.0,0.0
Q5_031,5,,,0.0,,0.0,0.0
Q5_032,5,,,0.0,,0.0,0.0
Q5_033,5,,,1.0,,0.4762,0.9524
Q5_034,5,,,0.0,,0.0,0.0
Q5_035,5,,,0.9804,,0.5263,0.9474
Q5_036,5,,,0.9256,,0.5263,0.8947
Q5_037,5,,,0.838,,0.4211,0.7368
Q5_038,5,,,0.4488,,0.1579,0.4737
Q5_039,5,,,1.0,,0.5263,1.0
Q5_040,5,,,1.0,,0.5556,1.0
Q5_041,5,,,1.0,,0.5882,1.0
Q5_042,5,,,0.5034,,0.2941,0.5882
Q5_043,5,,,0.0,,0.0,0.0
Q5_044,5,,,0.4614,,0.25,0.5625
Q5_045,5,,,0.8326,,0.5,0.8125
Q5_046,5,,,1.0,,0.625,1.0
Q5_047,5,,,1.0,,0.625,1.0
Q5_048,5,,,0.9963,,0.625,1.0
Q5_049,5,,,0.5037,,0.3125,0.625
Q5_050,5,,,0.5745,,0.3333,0.6667
Q6_001,6,,,0.0005,,0.0001,0.0001
Q6_002,6,,,0.0053,,0.0007,0.0011
Q6_003,6,,,0.0,,0.0,0.0
Q6_004,6,,,0.0009,,0.0,0.0002
Q6_005,6,,,0.0,,0.0,0.0
Q6_006,6,,,0.0086,,0.0015,0.0027
Q6_007,6,,,0.0,,0.0,0.0
Q6_008,6,,,0.0002,,0.0,0.0
Q6_009,6,,,0.0303,,0.0029,0.0047
Q6_010,6,,,0.0003,,0.0,0.0
Q6_011,6,,,0.0229,,0.0034,0.0067
Q6_012,6,,,0.0002,,0.0,0.0007
Q6_013,6,,,0.0077,,0.0007,0.002
Q6_014,6,,,0.0,,0.0,0.0
Q6_015,6,,,0.0002,,0.0,0.0
Q6_016,6,,,0.0,,0.0,0.0
Q6_017,6,,,0.0697,,0.0092,0.0161
Q6_018,6,,,0.0003,,0.0,0.0
Q6_019,6,,,0.0005,,0.0,0.0015
Q6_020,6,,,0.0096,,0.0015,0.0029
Q6_021,6,,,0.042,,0.0073,0.0132
Q6_022,6,,,0.0,,0.0,0.0
Q6_023,6,,,0.0002,,0.0,0.0
Q6_024,6,,,0.0001,,0.0,0.0
Q6_025,6,,,0.009,,0.0056,0.0056
Q6_026,6,,,0.1228,,0.0156,0.0254
Q6_027,6,,,0.0585,,0.0059,0.0059
Q6_028,6,,,0.0625,,0.0059,0.0138
Q6_029,6,,,0.0017,,0.0,0.0
Q6_030,6,,,0.0001,,0.0,0.0
Q6_031,6,,,0.1643,,0.0174,0.0239
Q6_032,6,,,0.1237,,0.0065,0.0152
Q6_033,6,,,0.0,,0.0,0.0
Q6_034,6,,,0.0,,0.0,0.0
Q6_035,6,,,0.0,,0.0,0.0
Q6_036,6,,,0.0,,0.0,0.0
Q6_037,6,,,0.0107,,0.0049,0.0049
Q6_038,6,,,0.0164,,0.005,0.0125
Q6_039,6,,,0.1114,,0.013,0.0259
Q6_040,6,,,0.0501,,0.0082,0.019
Q6_041,6,,,0.0008,,0.0,0.0
Q6_042,6,,,0.0047,,0.0,0.0028
Q6_043,6,,,0.041,,0.0131,0.0197
Q6_044,6,,,0.0409,,0.0168,0.0201
Q6_045,6,,,0.0151,,0.0035,0.0071
Q6_046,6,,,0.0,,0.0,0.0
Q6_047,6,,,0.1009,,0.0146,0.0328
Q6_048,6,,,0.105,,0.011,0.0293
Q6_049,6,,,0.0,,0.0,0.0
Q6_050,6,,,0.1496,,0.0186,0.0372
