query_id,query_type,doc_id,rank,dense_score,model,run_tag
Q1_002,1,mx-dep-jimenez-vasquez-naty-poob-pijy-oaxaca,7,0.359711289,bge-m3,FULL_20260410
Q1_002,1,Q16612285,8,0.357875943,bge-m3,FULL_20260410
Q1_002,1,Q19519043,9,0.357634783,bge-m3,FULL_20260410
Q1_002,1,Q18211709,10,0.355665982,bge-m3,FULL_20260410
Q1_002,1,Q6070344,11,0.354960680,bge-m3,FULL_20260410
Q1_002,1,Q8069047,12,0.354488671,bge-m3,FULL_20260410
Q1_002,1,mx-dep-vazquez-ruiz-miriam-de-los-angeles-oaxaca,13,0.349888921,bge-m3,FULL_20260410
Q1_002,1,mx-dep-velazquez-vazquez-marcela-michoacan,14,0.349180877,bge-m3,FULL_20260410
Q1_002,1,mx-dep-vazquez-conchas-raymundo-tlaxcala,15,0.349092126,bge-m3,FULL_20260410
Q1_002,1,Q7680951,16,0.347765446,bge-m3,FULL_20260410
Q1_002,1,Q18704854,17,0.347461760,bge-m3,FULL_20260410
Q1_002,1,Q17181046,18,0.347148299,bge-m3,FULL_20260410
Q1_002,1,Q134979666,19,0.346840501,bge-m3,FULL_20260410
Q1_002,1,Q18688028,20,0.346712708,bge-m3,FULL_20260410
Q1_002,1,Q16205335,21,0.346639097,bge-m3,FULL_20260410
Q1_002,1,Q6407151,22,0.346277952,bge-m3,FULL_20260410
Q1_002,1,Q19518754,23,0.345085382,bge-m3,FULL_20260410
Q1_002,1,mx-dep-vazquez-jimenez-alonso-de-jesus-jalisco,24,0.344638169,bge-m3,FULL_20260410
Q1_002,1,Q18209665,25,0.343269169,bge-m3,FULL_20260410
Q1_002,1,Q86004010,26,0.343105853,bge-m3,FULL_20260410
Q1_002,1,cuinv-f3e10f6882c5108e41b60dd5707bf1f116a4edbc,27,0.342735887,bge-m3,FULL_20260410
Q1_002,1,Q11897937,28,0.341993213,bge-m3,FULL_20260410
Q1_002,1,Q2405299,29,0.341902018,bge-m3,FULL_20260410
Q1_002,1,Q138679767,30,0.341866195,bge-m3,FULL_20260410
Q1_002,1,Q20016685,31,0.341448545,bge-m3,FULL_20260410
Q1_002,1,Q61989772,32,0.341207206,bge-m3,FULL_20260410
Q1_002,1,Q19519109,33,0.340517938,bge-m3,FULL_20260410
Q1_002,1,Q3391011,34,0.340099514,bge-m3,FULL_20260410
Q1_002,1,Q124795277,35,0.340098739,bge-m3,FULL_20260410
Q1_002,1,Q65163966,36,0.339601517,bge-m3,FULL_20260410
Q1_002,1,Q3390985,37,0.339242876,bge-m3,FULL_20260410
Q1_002,1,Q14528683,38,0.339094639,bge-m3,FULL_20260410
Q1_002,1,Q18377951,39,0.338766515,bge-m3,FULL_20260410
Q1_002,1,Q5747445,40,0.338581443,bge-m3,FULL_20260410
Q1_002,1,Q16186819,41,0.337856412,bge-m3,FULL_20260410
Q1_002,1,Q19518728,42,0.337815762,bge-m3,FULL_20260410
Q1_002,1,Q7821220,43,0.337676227,bge-m3,FULL_20260410
Q1_002,1,mx-dep-azuara-zuniga-david-san-luis-potosi,44,0.337620139,bge-m3,FULL_20260410
Q1_002,1,Q18351867,45,0.337597013,bge-m3,FULL_20260410
Q1_002,1,Q101479280,46,0.337280512,bge-m3,FULL_20260410
Q1_002,1,Q16193887,47,0.336974978,bge-m3,FULL_20260410
Q1_002,1,Q11682265,48,0.336921692,bge-m3,FULL_20260410
Q1_002,1,Q107198460,49,0.336889386,bge-m3,FULL_20260410
Q1_002,1,Q16240620,50,0.336543918,bge-m3,FULL_20260410
Q1_002,1,Q19518912,51,0.336483240,bge-m3,FULL_20260410
Q1_002,1,Q18685521,52,0.336311877,bge-m3,FULL_20260410
Q1_002,1,Q104530849,53,0.335852385,bge-m3,FULL_20260410
Q1_002,1,Q18637824,54,0.335724473,bge-m3,FULL_20260410
Q1_002,1,Q96065958,55,0.335620046,bge-m3,FULL_20260410
Q1_002,1,Q13560935,56,0.335521460,bge-m3,FULL_20260410
Q1_002,1,Q6066619,57,0.335465133,bge-m3,FULL_20260410
Q1_002,1,Q19518977,58,0.335109591,bge-m3,FULL_20260410
Q1_002,1,Q6165532,59,0.335093498,bge-m3,FULL_20260410
Q1_002,1,Q6125999,60,0.334801555,bge-m3,FULL_20260410
Q1_002,1,Q116841322,61,0.334606826,bge-m3,FULL_20260410
Q1_002,1,Q8064003,62,0.334364116,bge-m3,FULL_20260410
Q1_002,1,Q59560617,63,0.334309697,bge-m3,FULL_20260410
Q1_002,1,Q111516818,64,0.334302425,bge-m3,FULL_20260410
Q1_002,1,Q65165383,65,0.334261477,bge-m3,FULL_20260410
Q1_002,1,Q57585925,66,0.333904147,bge-m3,FULL_20260410
Q1_002,1,Q111518049,67,0.333799839,bge-m3,FULL_20260410
Q1_002,1,Q111516915,68,0.333446980,bge-m3,FULL_20260410
Q1_002,1,Q18686524,69,0.333235502,bge-m3,FULL_20260410
Q1_002,1,Q65430971,70,0.333124995,bge-m3,FULL_20260410
Q1_002,1,Q3391394,71,0.332982063,bge-m3,FULL_20260410
Q1_002,1,Q18683847,72,0.332856476,bge-m3,FULL_20260410
Q1_002,1,Q5971654,73,0.332800746,bge-m3,FULL_20260410
Q1_002,1,Q16194076,74,0.332702994,bge-m3,FULL_20260410
Q1_002,1,Q110094073,75,0.332694173,bge-m3,FULL_20260410
Q1_002,1,Q19519259,76,0.332687020,bge-m3,FULL_20260410
Q1_002,1,Q19666597,77,0.332639337,bge-m3,FULL_20260410
Q1_002,1,Q5920110,78,0.332528472,bge-m3,FULL_20260410
Q1_002,1,Q3163141,79,0.332094789,bge-m3,FULL_20260410
Q1_002,1,Q7817281,80,0.332053542,bge-m3,FULL_20260410
Q1_002,1,Q60967273,81,0.331971109,bge-m3,FULL_20260410
Q1_002,1,Q16887084,82,0.331657410,bge-m3,FULL_20260410
Q1_002,1,mx-dep-vasquez-hernandez-eva-maria-baja-california,83,0.331387162,bge-m3,FULL_20260410
Q1_002,1,Q19519054,84,0.330826640,bge-m3,FULL_20260410
Q1_002,1,Q62170376,85,0.330816865,bge-m3,FULL_20260410
Q1_002,1,Q59594277,86,0.330642343,bge-m3,FULL_20260410
Q1_002,1,Q18685580,87,0.330611229,bge-m3,FULL_20260410
Q1_002,1,Q14093996,88,0.330482066,bge-m3,FULL_20260410
Q1_002,1,Q5420015,89,0.330289841,bge-m3,FULL_20260410
Q1_002,1,Q1396178,90,0.330178142,bge-m3,FULL_20260410
Q1_002,1,Q20908844,91,0.330100298,bge-m3,FULL_20260410
Q1_002,1,Q116814003,92,0.329860508,bge-m3,FULL_20260410
Q1_002,1,Q19878375,93,0.329582751,bge-m3,FULL_20260410
Q1_002,1,Q16200684,94,0.329009891,bge-m3,FULL_20260410
Q1_002,1,Q111516964,95,0.328785956,bge-m3,FULL_20260410
Q1_002,1,Q107585993,96,0.328698814,bge-m3,FULL_20260410
Q1_002,1,Q18351864,97,0.328572035,bge-m3,FULL_20260410
Q1_002,1,Q19518973,98,0.328527808,bge-m3,FULL_20260410
Q1_002,1,Q17180978,99,0.328481138,bge-m3,FULL_20260410
Q1_002,1,Q5928068,100,0.328410625,bge-m3,FULL_20260410
Q1_003,1,NK-dvYp2dfnBgDoP9mPA7mfCW,1,0.459352732,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-ellis-bowers-pummell-94553-martinez,2,0.456421614,bge-m3,FULL_20260410
Q1_003,1,NK-jRzsZYgZnynJ4gmZqoJWMb,3,0.453013182,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-dewey-o-mays-45406-dayton,4,0.452884614,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-pearley-glenn-gable-43232-columbus,5,0.447396398,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-weldon-eugene-burden-23320-chesapeake,6,0.446133196,bge-m3,FULL_20260410
Q1_003,1,us-medca-1810cc1ecc9a9f15f6e251f2b3c7bcad8a8c9464,7,0.445631146,bge-m3,FULL_20260410
Q1_003,1,NK-doSQZyjNgToRubyFMHYw5R,8,0.442592621,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-chester-louis-lacquement-73108-oklahoma-city,9,0.442344666,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-percy-jones-32746-lake-mary,10,0.441696823,bge-m3,FULL_20260410
Q1_003,1,NK-9FAmhAFe2AnDRwN9A5MNdt,11,0.439484179,bge-m3,FULL_20260410
Q1_003,1,us-medpa-94e0d766deca23fe5cbd52196ee72c0003347a0a,12,0.439021111,bge-m3,FULL_20260410
Q1_003,1,NK-H4wKP6cRVvS8LSg5XmJfd6,13,0.437897682,bge-m3,FULL_20260410
Q1_003,1,NK-d3cXEktYP2yqxCQ3pk3vsD,14,0.437368870,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-deothron-lamar-clay-32443-greenwood,15,0.436936498,bge-m3,FULL_20260410
Q1_003,1,NK-R9AAXToRUwFNtGdXM8TvDt,16,0.436752141,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-perry-thomas-williams-68114-omaha,17,0.436593056,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-a-james-whitmore-70128-new-orleans,18,0.436481237,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-james-jolly-johnson-iii-32025-lake-city,19,0.436332762,bge-m3,FULL_20260410
Q1_003,1,NK-EeLgXTmQpnVmP4iY7fimWS,20,0.436307430,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-peter-clifford-snyder-iii-21811-berlin,21,0.436300278,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-willie-orlando-lawton-98240-custer,22,0.436179996,bge-m3,FULL_20260410
Q1_003,1,NK-mjgviwpNGrU8uxDHKcV4ya,23,0.435756743,bge-m3,FULL_20260410
Q1_003,1,NK-EVo92vmEn8ruGujGAWpMYv,24,0.435132384,bge-m3,FULL_20260410
Q1_003,1,NK-atM8KDQ35JrEzjQKydjt3i,25,0.435014784,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-eugene-m-landrum-60657-chicago,26,0.434978247,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-alvin-watts-iii-71463-oakdale,27,0.434256256,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-lloyd-j-blakeman-iii-60464-palos-park,28,0.431671917,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-jackson-preston-siples-iii-62959-marion,29,0.430208683,bge-m3,FULL_20260410
Q1_003,1,NK-oA3qLFgzDYHgQidzFggcUg,30,0.429918110,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-lawson-h-myers-42001-paducah,31,0.429684460,bge-m3,FULL_20260410
Q1_003,1,us-medde-d7b0216118c33dd2b8f3335aebaa8a9c4cc4d47a,32,0.428716660,bge-m3,FULL_20260410
Q1_003,1,NK-jcEGJjTG6aYMdAxMASUQjb,33,0.428169966,bge-m3,FULL_20260410
Q1_003,1,NK-BRAD9pMfDupmutuDWHR9vu,34,0.427510679,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-william-e-moseley-37172-springfield,35,0.427350521,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-cliff-lowden-murray-92626-costa-mesa,36,0.426367879,bge-m3,FULL_20260410
Q1_003,1,NK-naYk6hhdXLbTQNehKDXruv,37,0.426080585,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-lawrence-ray-flemons-68111-omaha,38,0.426027298,bge-m3,FULL_20260410
Q1_003,1,NK-38imRCStYjeMgk7ZVfYMu9,39,0.425940156,bge-m3,FULL_20260410
Q1_003,1,NK-ZTLqJyspqDcf8wuKrcWouN,40,0.425025582,bge-m3,FULL_20260410
Q1_003,1,NK-C22LXaD8jq6r4YwpLhZojS,41,0.424921572,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-hubert-wesley-morrow-75092-sherman,42,0.424225330,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-james-albert-wright-iii-32814-orlando,43,0.423944592,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-james-edward-kelly-iii-32277-jacksonville,44,0.423717976,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-cecil-bryon-knox-24019-roanoke,45,0.423686326,bge-m3,FULL_20260410
Q1_003,1,NK-V3MtRCetkeM7YWY5bPpGkP,46,0.423608303,bge-m3,FULL_20260410
Q1_003,1,us-medca-de2e3860bfd74908785c6384035644acadde3b15,47,0.423490286,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-wallace-james-pickett-32720-lake-mark,48,0.423295736,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-randy-lewis-laukhuff-71301-alexandria,49,0.423000932,bge-m3,FULL_20260410
Q1_003,1,NK-2NPVmiTa99mPJLCveo2j9v,50,0.421672463,bge-m3,FULL_20260410
Q1_003,1,NK-cZ5sV4ocg6QbiU9TjdxjHM,51,0.421066642,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-eddieson-igtiben-legasp-iiii-93640-mendota,52,0.420850635,bge-m3,FULL_20260410
Q1_003,1,NK-KTyp8kfEodjM9Q6o7pVrot,53,0.420455039,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-winfield-scott-hancock-34480-ocala,54,0.420170903,bge-m3,FULL_20260410
Q1_003,1,NK-hfVkds3NTcsViJNVKFp9sj,55,0.419710875,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-william-bruce-earl-iii-33426-boynton-beach,56,0.419492960,bge-m3,FULL_20260410
Q1_003,1,NK-MHo5nMjhWDybHcfDTLZQac,57,0.419086218,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-william-h-w-pote-92354-loma-linda,58,0.419051528,bge-m3,FULL_20260410
Q1_003,1,NK-8VHaiXtBB66RdkZpaexNvm,59,0.419015288,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-colonel-henry-yarboro-43223-columbus,60,0.418432593,bge-m3,FULL_20260410
Q1_003,1,NK-C2wnswaDrKMW5tcwjw6Voy,61,0.418424964,bge-m3,FULL_20260410
Q1_003,1,NK-Mrop4YUpZtKvZYNWisJkDr,62,0.418057740,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-david-willie-mays-43301-marion,63,0.417434812,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-thomas-kelley-ballard-iii-71463-oakdale,64,0.417403758,bge-m3,FULL_20260410
Q1_003,1,NK-KeXNLNKJRxYiqNsBV8x6T4,65,0.417403460,bge-m3,FULL_20260410
Q1_003,1,us-medde-50f5aa0707b3cf92e940da32b6f998945cb96a69,66,0.417177141,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-andrew-jackson-welch-iii-89113-las-vegas,67,0.417047560,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-peter-alba-trice-35405-tuscaloosa,68,0.416888952,bge-m3,FULL_20260410
Q1_003,1,NK-TredUp5qPXTz7VGs5MJzMz,69,0.416441143,bge-m3,FULL_20260410
Q1_003,1,us-medal-1ed00a6f9af1635b3291706a564b46f0e004495c,70,0.416301489,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-william-franklin-bentley-98272-monroe,71,0.415399313,bge-m3,FULL_20260410
Q1_003,1,us-medmn-420b6ca5dc82e08f2652ae3454099369d1e2e827,72,0.415007472,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-milton-n-goode-11550-hempstead,73,0.414985657,bge-m3,FULL_20260410
Q1_003,1,NK-BdoLGZbHgtXZhRpfehSfJ4,74,0.414700270,bge-m3,FULL_20260410
Q1_003,1,NK-kfKL5S2jErGVUkPcFYC4kg,75,0.414399683,bge-m3,FULL_20260410
Q1_003,1,NK-FrYKYSRTcuZRsgupxfPLYL,76,0.414179146,bge-m3,FULL_20260410
Q1_003,1,NK-VujUGApBpXbyyaNKrKJuqx,77,0.413891196,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-harry-w-greenough-99508-anchorage,78,0.413635135,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-paul-winston-fulbright-yu-92262-palm-springs,79,0.413370311,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-william-f-ward-19401-norristown,80,0.413219333,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-george-mack-bird-iii-29824-edgefield,81,0.412614465,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-james-d-moose-23324-chesapeake,82,0.412506640,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-alvin-f-ponder-11235-brooklyn,83,0.412334859,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-william-clyde-baker-37660-kingsport,84,0.412128687,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-alonzo-peters-77221-houston,85,0.412119985,bge-m3,FULL_20260410
Q1_003,1,us-medca-b7c03b9e504b614f540e4aa7ae55211d4a3c97fa,86,0.411849856,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-ernest-lee-holmes-36092-wetumpka,87,0.411785483,bge-m3,FULL_20260410
Q1_003,1,NK-ZqYPZHTM9yY2tth7DZEf4X,88,0.411607742,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-wallace-triplett-60643-chicago,89,0.411391258,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-weldon-a-young-30080-smyrna,90,0.411352277,bge-m3,FULL_20260410
Q1_003,1,NK-Dhu7wvJ2di2j8BN9bGuGKa,91,0.411306858,bge-m3,FULL_20260410
Q1_003,1,NK-NL2dTEDzWCnnS9JeFDHb9M,92,0.411260903,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-john-bullock-63125-st-louis,93,0.411232591,bge-m3,FULL_20260410
Q1_003,1,us-medca-0a4a262735f1a636823492e8ee61d9af810e6517,94,0.411179483,bge-m3,FULL_20260410
Q1_003,1,NK-QYnn5TDkmvmmYu4iepxpGU,95,0.411013722,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-huey-pierce-williams-77720-beaumont,96,0.410718620,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-ernest-p-panza-23185-williamsburg,97,0.410044909,bge-m3,FULL_20260410
Q1_003,1,NK-FYEhrZjh7fzMQMnnsh3Vc9,98,0.409977198,bge-m3,FULL_20260410
Q1_003,1,us-fed-excl-james-e-kirkpatrick-26507-morgantown,99,0.409555435,bge-m3,FULL_20260410
Q1_003,1,NK-baf3fQshbYc72RZjg5KY3Y,100,0.408709288,bge-m3,FULL_20260410
Q1_004,1,usgsa-s4mrxd5fd,1,0.457091630,bge-m3,FULL_20260410
Q1_004,1,usgsa-s4mrxd5f7,2,0.439277768,bge-m3,FULL_20260410
Q1_004,1,us-fed-excl-lonnie-w-jolson-32060-live-oak,3,0.436983764,bge-m3,FULL_20260410
Q1_004,1,usgsa-s4mrxd5f8,4,0.436531126,bge-m3,FULL_20260410
Q1_004,1,us-fed-excl-russell-victor-pacewicz-02150-chelsea,5,0.425892472,bge-m3,FULL_20260410
Q1_004,1,usgsa-s4mrxd5ff,6,0.423253834,bge-m3,FULL_20260410
Q1_004,1,us-fed-excl-lawrence-watson-61603-peoria,7,0.418455660,bge-m3,FULL_20260410
